date,venue,city,state,country,setlist,link
2010.09.01,Sloss Furnaces,Birmingham,AL,USA,"SET: Shock Doctrine, STS9, Empires, The New Soma, Metameme, Crystal Instrument, We'll Meet In Our Dreams, Hi-Key, Lo Swaga, One A Day, The Rabble, Heavy E: Abcees, Kamuy ",http://digital.1320records.com/search/release.php?RELEASE_ID=631
2010.08.28,Verizon Wireless Amphitheatre,Alpharetta,GA,USA,"SET: Musical Story Yes > Unquestionable Supremacy of Nature, Instantly > Rent, ARTiFACT > Grizzly, Tooth, Forest Hu > Evasive Maneuvers > Inspire Strikes Back, Atlas, Between 6th & 7th*, Be Nice*, 8 & a extra > F. Word, EHM E: Hidden Hand Hidden Fist, Wika Chikana
*Ft. Dom from Big Gigantic",http://digital.1320records.com/search/release.php?RELEASE_ID=625
2010.08.27,The Tabernacle,Atlanta,GA,USA,"SET 1: Equinox, Moon Socket (Part I), Untitled, Untitled, Glen Tells Kengo, The Following, Approaching, From Now On, South Of Here, Lo Swaga, Kamuy SET 2: Moon Socket (Part II), Really What?, Aimlessly, Lion > Somesing , One A Day, Beyond Right Now, Ramone & Emiglio, Frequencies 2 > 3, Hubble E: What Is Love? 
",http://digital.1320records.com/search/release.php?RELEASE_ID=623
2010.08.26,Blackwater Music Festival,Live Oak,FL,USA,"SET: Metameme, Arigato, Mobsters, Surreality, EB, Abcees, Luma Daylight, STS9, Tokyo, Breathe In, New New 4 U U, Tap-In, Rent E:  Dance",http://digital.1320records.com/search/release.php?RELEASE_ID=622
2010.08.25,Boutique Amphitheatre,Raleigh,NC,USA,"SET: Once Told, Lo Swaga, Crystal Instrument, Equinox, Moon Socket > Peaceblaster '68 > Peaceblaster '08, ...And Some Are Angels, Empires > The New Soma, Kamuy, The Rabble > Inspire Strikes Back E: This Us, Grow ",http://digital.1320records.com/search/release.php?RELEASE_ID=620
2010.08.22,Old Town School of Folk Music,Chicago,IL,USA,"SET 1: South of Here, Following, Approaching, Untitled 1, Untitled 2, Glen Tells Kengo, A Place Behind the Moon*, Between 6th and 7th* SET 2: Moon Socket, So it Goes, The New Soma, Re:Stereo, Equinox, From Now On, Kamuy, The Fog, Lo Swaga E: Satori  *with Dom Lalli from Big Gigantic",http://digital.1320records.com/search/release.php?RELEASE_ID=617
2010.08.21,Aragon,Chicago,IL,USA,"Set 1: Evasive Maneuvers, Kamuy , F. Word , Aimlessly, Metameme, Lo Swaga, Arigato, Grizzly, Tooth Set 2: Atlas, Be Nice, Abcees, Circus, Ramone & Emiglio, Beyond Right Now, EHM E: Empires*, Unquestionable Supremacy of Nature
*with Dom Lalli from Big Gigantic 
",http://digital.1320records.com/search/release.php?RELEASE_ID=615
2010.08.20,House Of Blues, Chicago,IL,USA,"Set 1: Hidden Hand Hidden Fist, Once Told, One A Day, Inspire Strikes Back, Looking Back On Earth, Vibyl, What is Love?, Hubble SET 2: Shock Doctrine, Instantly , Rent, Lion, Luma Daylight, Breathe In, Moon Socket E: Water Song",http://digital.1320records.com/search/release.php?RELEASE_ID=613
2010.08.18,Saranac Brewery,Utica,NY,USA,"SET 1: Really What?, Lo Swaga, Somesing, Satori, Empires, The New Soma, Peaceblaster '68, Peaceblaster '08 SET 2: This Us, Hi-Key, By The Morning Sun, The Rabble, Peoples, Evasive Maneuvers, The Unquestionable Supremacy of Nature E: Abcees, Wika Chikana
",http://digital.1320records.com/search/release.php?RELEASE_ID=612
2010.08.17,Higher Ground,Burlington,VT,USA,"SET 1: ReEmergence, Move My Peeps, Crystal Instrument, Wika Chikana, Tooth, Grizzly, Atlas, Inspire Strikes Back SET 2: F. Word, Lion, Hidden Hand Hidden Fist, Aimlessly, From Now On, Frequencies 2 > 3, Rent E: Arigato, Kamuy
",http://digital.1320records.com/search/release.php?RELEASE_ID=610
2010.08.15,Rams Head Live!,Baltimore,MD,USA,"SET I: Metameme, 118, Empires, The New Soma, We'll Meet In Our Dreams, Ramone & Emiglio, The Unquestionable Supremacy of Nature  SET II:  One A Day, Equinox, Once Told, Shock Doctrine, EHM, Evasive Maneuvers, Peaceblaster '68 > Peaceblaster '08  E: Breathe In",http://digital.1320records.com/search/release.php?RELEASE_ID=608
2010.08.14,Festival Pier At Penn's Landing,Philadelphia,PA,USA,"SET: This Us, Abcees, Kamuy, Lo Swaga, Oh Little Brain, Twilight, Really What?, Grow, Peoples, Moon Socket  E: Inspire Strikes Back",http://digital.1320records.com/search/release.php?RELEASE_ID=605
2010.08.13,Bank Of America Paviilion,Boston,MA,USA,"SET: The Unquestionable Supremacy of Nature, Be Nice, F Word, Circus, Wika Chikana, Aimlessly, New New 4 U U, Tokyo, Hi-Key, GLOgli, What Is Love?  E: Beyond Right Now, Heavy",http://digital.1320records.com/search/release.php?RELEASE_ID=604
2010.08.12,Roseland Ballroom,New York,NY,USA,"SET: Lion, Grizzly, Hidden Hand Hidden Fist, EHM, Somesing, Vibyl, Tooth, Atlas, Evasive Maneuvers, Arigato, Rent, One A Day  E: Shock Doctrine, Instantly",http://digital.1320records.com/search/release.php?RELEASE_ID=603
2010.07.03,Nateva Festival,Oxford,ME,USA,"SET: Twilight, The Unquestionable Supremacy of Nature, Really Wut?, Abcees, Hidden Hand Hidden Fist, Empires, The New Soma, Rent, Lo Swaga, Inspire Strikes Back, EHM",http://digital.1320records.com/search/release.php?RELEASE_ID=599
2010.06.29,Summerfest,Milwaukee,WI,USA,"SET: Heavy, Be Nice, Metameme, Ramone & Emiglio, Instantly, F Word, Wika Chikana, Grizzly, Tooth, Moon Socket, GLOgli, Atlas, EHM, Beyond Right Now, The Unquestionable Supremacy of Nature",http://digital.1320records.com/search/release.php?RELEASE_ID=598
2010.06.04,Wakarusa Music Festival,Ozark,AR,USA,"SET: Atlas, Once Told, Shock Doctrine, Ramone & Emiglio, Abcees, Kaya, New New 4 U U, Grow, Arigato -> Rent, Breathe In, EHM, E: Circus",http://digital.1320records.com/search/release.php?RELEASE_ID=593
2010.05.29,Summer Camp,Chillicothe,IL,USA,"SET: This Us, EHM, Rent, Move My Peeps, What is Love, One a Day, Hi-Key, 118, Somesing, Hidden Hand Hidden Fist, Moon Socket, The Unquestionable Supremacy of Nature, Twilight, Monkey Music
",http://digital.1320records.com/search/release.php?RELEASE_ID=586
2010.05.28,Summer Camp,Chillicothe,IL,USA,"SET: Really Wut?, Kamuy, Tooth, Beyond Right Now, Instantly, Equinox, Inspire Strikes Back, Aimlessly, Lo Swaga",http://digital.1320records.com/search/release.php?RELEASE_ID=585
2010.03.20,The Pageant,St Louis,MO,USA,"SET 1: Inspire Strikes Back, Shock Doctrine, F. Word, Kamuy, Luma Daylight, Crystal Instrument, One a Day, Heavy SET 2: Hidden Hand Hidden Fist, Wika Chikana, Aimlessly, Ramone & Emiglio, Abcees E: Trinocular > Vibyl, Atlas",http://digital.1320records.com/search/release.php?RELEASE_ID=564
2010.03.19,The Pageant,St Louis,MO,USA,"SET 1: Empires, Beyond Right Now, Metameme, Equinox, Twilight, Grow, New New 4 U U, The New Soma SET 2: Rent, Moon Socket, Somesing, Four Year Puma, EHM, Tooth E: ReEmergence, The Unquestionable Supremacy of Nature",http://digital.1320records.com/search/release.php?RELEASE_ID=562
2010.03.18,Madison Theatre,Covington,KY,USA,"SET 1: Tokyo, Really Wut?, Frequencies 2 > 3, This Us, Instantly, Circus, Once Told, Surreality > EB SET 2: Aimlessly, Hi-Key, 1103, Monkey Music, Arigato E: Looking Back on Earth, Lo Swaga
",http://digital.1320records.com/search/release.php?RELEASE_ID=561
2010.03.17,Mr. Smalls,,,Pittsburgh PA,"SET 1: Dem Be, Tap-In, Lion, Gobnugget, By The Morning Sun, Rabble, 118, Inspire Strikes Back  SET 2: Hidden Hand Hidden Fist, STS9, Grizzly, Peaceblaster '68 > Peaceblaster '08, One a Day, Rent E: Be Pulse, Be Nice
",http://digital.1320records.com/search/release.php?RELEASE_ID=559
2010.03.14,The 9:30 Club,Washington,DC,USA,"SET 1: Luma Daylight, F. Word, Somesing, Frequencies 2 > 3, GLOgli
Oh Little Brain > Open E, Arigato SET 2: ...And Some Are Angels, New New 4 U U, Move My Peeps > Abcees > Instantly E: New Song, Peoples
",http://digital.1320records.com/search/release.php?RELEASE_ID=555
2010.03.13,The 9:30 Club,Washington,DC,USA,"SET 1: Atlas, Beyond Right Now, Twilight, Monkey Music, From Now On, Tokyo, Inspire Strikes Back SET 2: Ramone & Emiglio, Empires > Kaya > The New Soma, Vibyl, Really Wut?, The Unquestionable Supremacy Of Nature E: Shock Doctrine, EHM ",http://digital.1320records.com/search/release.php?RELEASE_ID=553
2010.03.12,The Norva,Norfolk,VA,USA,"SET 1: Be Nice, Equinox, Crystal Instrument, Satori, 1103, Grizzly > Gobnugget, Hidden Hand Hidden Fist SET 2: Rent, 118, Peaceblaster '68 > Peaceblaster '08, What Is Love?, Moon Socket E: Hi-Key, Lo Swaga",http://digital.1320records.com/search/release.php?RELEASE_ID=551
2010.03.11 Amos," Charlotte, NC",Charleston,SC,USA,"SET 1: Lion, Frequencies 2 > 3, Metameme, Grow, By The Morning Sun, One A Day, F. Word, Mischief of a Sleepwalker SET 2: This Us, Once Told, Water Song, Looking Back on Earth, Beyond Right Now, Four Year Puma E: Aimlessly > Nautilus > Aimlessly, Re:Stereo
",http://digital.1320records.com/search/release.php?RELEASE_ID=550
2010.03.10,The Music Farm,Charleston,SC,USA,"SET 1: Wika Chikana, Tooth, Instantly, Trinocular > Vibyl, Blu Mood, Abcees, STS9, Shock Doctrine SET 2: Evasive Maneuvers > Kamuy, Breathe In, We'll Meet In Our Dreams, Inspire Strikes Back, New New 4 U U E: Heavy, Circus",http://digital.1320records.com/search/release.php?RELEASE_ID=547
2010.03.07,House Of Blues,New Orleans,LA,USA,"SET 1: Aimlessly, Hidden Hand Hidden Fist, Move My Peeps, What Is Love?, Luma Daylight, Really Wut?, Jebez, Abcees SET 2: Peoples, The Rabble, Kaya , Empires*, The New Soma E: Once Told, One a Day

*With Dom from Big Gigantic ",http://digital.1320records.com/search/release.php?RELEASE_ID=545
2010.03.06,House Of Blues,Dallas,TX,USA,"SET 1: Musical Story Yes, EHM, Mobsters > Evasive Maneuvers, Atlas, Crystal Instrument, Metameme, Twilight, Moon Socket, The Unquestionable Supremacy of Nature SET 2: Between 6th & 7th*, Be Nice*, Instantly, Tap-In, Circus E: Wika Chikana, New New 4 U U

*With Dom from Big Gigantic ",http://digital.1320records.com/search/release.php?RELEASE_ID=543
2010.03.05,Cain's Ballroom,Tulsa,OK,USA,"SET 1:  118, Peaceblaster '68 > Peaceblaster '08, Grow, Heavy, Oh Little Brain, GLOgli, Lo Swaga, Rent SET 2: Shock Doctrine, Hi-Key, We'll Meet In Our Dreams, Inspire Strikes Back, Arigato E: New Song, Gobnugget, Toyko",http://digital.1320records.com/search/release.php?RELEASE_ID=539
2010.03.04,The Lyric,Oxford,MS,USA,"SET 1: Beyond Right Now, F. Word, Frequencies 2 > 3, Lion, Squares and Cubes, Hidden Hand Hidden Fist, Kamuy, Aimlessly SET 2: One A Day, Breathe In, Trinocular > Vibyl, Open E, EHM E: This Us, Ramone & Emiglio",http://digital.1320records.com/search/release.php?RELEASE_ID=537
2010.03.03,George's Majestic,Fayetteville,AR,USA,"SET 1: Equinox, Somesing, Tooth, Water Song, 1103, Mobsters > Surreality > EB, By the Morning Sun > Twilight, Metameme SET 2: Abcees, Once Told, Mischief of a Sleepwalker, Monkey Music, The Unquestionable Supremacy of Nature E: Re:Stereo, Dance > STS9",http://digital.1320records.com/search/release.php?RELEASE_ID=534
2010.02.28,Rialto Theatre,Tucson,AZ,USA,"SET 1: Dem Be, Peoples, Kaya, Tokyo, New Song, GLOgli, The Rabble, Shock Doctrine SET 2: EHM, From Now On, Lion, 118, Arigato E: Satori, Music Us",http://digital.1320records.com/search/release.php?RELEASE_ID=532
2010.02.27,Marquee Theatre,Tempe,AZ,USA,"SET 1: Move My Peeps, Atlas, Twilight, Crystal Instrument, We'll Meet In Our Dreams, New New 4 U U, Tap-In, One a Day SET 2: Kamuy, Heavy, Metameme, Abcees, Inspire Strikes Back E:
Oh Little Brain, Ramone and Emiglio",http://digital.1320records.com/search/release.php?RELEASE_ID=530
2010.02.26,House Of Blues,Las Vegas,NV,USA,"SET 1: Instantly, Once Told, Beyond Right Now, Wika Chikana, Jebez, Really Wut?, The Unquestionable Supremacy of Nature, Hidden Hand Hidden Fist SET 2: Lo Swaga, Moon Socket, By The Morning Sun, Orbital, Be Nice E: Roygbiv, Rent
",http://digital.1320records.com/search/release.php?RELEASE_ID=528
2010.02.25,The Depot,,,Salt Lake City,"SET 1: Musical Story Yes, Hi-Key, Monkey Music, Empires, Open E, New Soma, Breathe In, Evasive Maneuvers > Surreality > Evasive Maneuvers SET 2: F.Word, 1103, Arigato, Squares and Cubes, Shock Doctrine, Aimlessly E: This Us, Tooth",http://digital.1320records.com/search/release.php?RELEASE_ID=526
2010.02.22,Wilma Theatre,Missoula,MT,USA,"SET 1: This Us, STS9, New New 4 U U, Rent, Equinox, Twilight, Ramone & Emiglio, Aimlessly  SET 2: Be Nice, Circus, The Unquestionable Supremacy of Nature, Inspire Strikes Back, Peoples  E: Atlas, 118 ",http://digital.1320records.com/search/release.php?RELEASE_ID=522
2010.02.21,Showbox,Seattle,WA,USA,"SET 1: Somesing, Hidden Hand Hidden Fist, Metameme, Mobsters > Surreality > EB, Oh Little Brain, Grow, Abcees, Beyond Right Now SET 2: Once Told, Crystal Instrument, One a Day, Instantly, Heavy  E: RE:Stereo, EHM",http://digital.1320records.com/search/release.php?RELEASE_ID=520
2010.02.20,Showbox,Seattle,WA,USA,"SET 1: Shock Doctrine, GLOgli, Tap-in, Hi-Key, Untitled, Tooth, Evasive Maneuvers, Moon Socket  SET 2: Lion, Tokyo, Wika Chikana, Rent, The Unquestionable Supremacy of Nature  E: Lo Swaga, Inspire Strikes Back",http://digital.1320records.com/search/release.php?RELEASE_ID=518
2010.02.19,Crystal Ballroom,Portland,OR,USA,"SET 1: Arigato, Kamuy, Satori, New New 4 U U,  Empires > The New Soma, Ramone & Emiglio, EHM  SET 2: Peaceblaster '68 > Peaceblaster '08, F. Word, We'll Meet In Our Dreams, Be Nice, Atlas  E: Gobnugget, Monkey Music",http://digital.1320records.com/search/release.php?RELEASE_ID=517
2010.02.18,Crystal Ballroom,Portland,OR,USA,"SET 1: One A Day, Hubble, 118, The Rabble, Crystal Instrument, This Us, Metameme, Circus  SET 2: Really Wut?, Beyond Right Now, Hidden Hand Hidden Fist, Move My Peeps, Aimlessly  E: Four Year Puma, Peoples",http://digital.1320records.com/search/release.php?RELEASE_ID=516
2010.02.14,Grand Sierra Ballroom,Reno,NV,USA,"SET: Be Nice, Somesing, Metameme, Mischief of a Sleepwalker, Grow, GLOgli, Oh Little Brain, Tooth, What is Love, Atlas, EHM E: Lion, Wika Chikana, Baraka
",http://digital.1320records.com/search/release.php?RELEASE_ID=515
2010.02.13,Fox Theatre,Oakland,CA,USA,"SET: Abcees, Lo Swaga, Empires> The New Soma, New Song, One a Day, Circus, Arigato, Peaceblaster '68 > Peaceblaster '08, Kamuy, The Unquestionable Supremacy of Nature E: Beyond Right Now, STS9 > Open E
",http://digital.1320records.com/search/release.php?RELEASE_ID=514
2010.02.12,Wiltern Theatre,Los Angeles,CA,USA,"SET: Hidden Hand Hidden Fist, Atlas, This Us, Peoples, Move My Peeps, Inspire Strikes Back, Dem Be, New New 4 U U, Shock Doctrine, Evasive Maneuvers, Rent E: Metameme, Tap-In, Heavy",http://digital.1320records.com/search/release.php?RELEASE_ID=512
2010.02.11,House Of Blues,San Diego,CA,USA,"SET: EHM, Aimlessly, Equinox, Tokyo, Frequencies 2 > 3, F. Word, Music Us, Instantly, Lion, Once Told, Moon Socket E: The Rabble, Ramone & Emiglio, Hi-Key",http://digital.1320records.com/search/release.php?RELEASE_ID=513
2010.01.04,Jam Cruise,,,Caribbean Sea,"SET:  Be Nice, Evasive Maneuvers > Kamuy, The Fog, Shock Doctrine, Breathe In, F. Word, We'll Meet In Our Dreams, Beyond Right Now, Moon Socket, Tooth, Rent - E: Gobnugget, Hidden Hand Hidden Fist, Atlas",http://digital.1320records.com/search/release.php?RELEASE_ID=495
2010.01.02,Revolution,Ft. Lauderdale,FL,USA,"SET: Tap-In, STS9, Metameme, Lion, Oh Little Brain > Kamuy, New New 4 U U, Beyond Right Now, Really Wut?, Rent, Somesing, Moon Socket  E: One A Day, Dance, Open E",http://digital.1320records.com/search/release.php?RELEASE_ID=494
2009.12.31,Wells Fargo Theatre,Denver,CO,USA,"Set 1: (Really Wut Tease) > Peoples, Tooth, One A Day, Evasive Maneuvers > EB, Circus, Move My Peeps, Shock Doctrine  Set 2: This Us, NYE Countdown, ATLAS, Rent, EHM, Hidden Hand Hidden Fist, Lo Swaga, Inspire Strikes Back  E1: Wika Chikana, The Unquestionable Supremacy of Nature E2: Be Nice",http://digital.1320records.com/search/release.php?RELEASE_ID=483
2009.12.30,Wells Fargo Theatre,Denver,CO,USA,"SET 1: Heavy, Ramone & Emiglio, Beyond Right Now, Looking Back On Earth, F. Word, Metameme, Instantly, Hubble  SET 2: Abcees, Empires*, The New Soma, PeaceBlaster ‘68, PeaceBlaster ‘08, Rabble, Monkey Music, Aimlessly  E: Hi-Key*, Arigato *with Dom Lalli from Big Gigantic",http://digital.1320records.com/search/release.php?RELEASE_ID=482
2009.12.29,Gates Opera Hall,Denver,CO,USA,"SET 1: The New Soma, The Following, Dem Be, Re:Stereo, NEW song, Approaching, Glen Tells Kengo, From Now On, Lo Swaga  SET 2: Kamuy, The Fog, Equinox, Satori, Between 6th and 7th*, 986 ft Tall Trees, Moon Socket > So It Goes, Breathe In  E: Life’s Sweet Breath  *with Dom Lalli from Big Gigantic",http://digital.1320records.com/search/release.php?RELEASE_ID=484
2009.10.31,War Memorial Auditorium,Nashville,TN,USA,"SET 1: Frequencies 2 > Frequencies 3, Trinocular > Vibyl, Squares and Cubes, The Unquestionable Supremacy of Nature, Inspire Strikes Back, Heavy, Shock Doctrine, Abcees, Mischief of a Sleepwalker, One A Day, Hidden Hand Hidden Fist, Arigato  E: EHM, Rent, Atlas",http://digital.1320records.com/search/release.php?RELEASE_ID=470
2009.10.30,Alabama Theatre,Birmingham,AL,USA,"SET: Beyond Right Now, New New 4 U U, F. Word, Somesing, Satori, Wika Chikana, GLOgli, Empires > The New Soma, Tooth, Peaceblaster '68 > Peaceblaster '08, Aimlessly  E: Biggs > Metameme, Circus",http://digital.1320records.com/search/release.php?RELEASE_ID=469
2009.10.29,Thomas Wolfe Auditorium,Asheville,NC,USA,"SET: Lo Swaga, Be Nice, Peoples, Gobnugget, Hi-Key, Oh Little Brain, Luma Daylight, Really Wut?, Vulcan, Orbital, This Us  E:  Atlas, One A Day, Ramone & Emiglio",http://digital.1320records.com/search/release.php?RELEASE_ID=468
2009.10.28,Tennessee Theatre,Knoxville,TN,USA,"SET: Instantly, What is Love?, Once Told, Crystal Instrument, 118, Lion, Equinox, Aimlessly, STS9, Kamuy, Surreality > EB  E: ...And Some Are Angels, EHM, Heavy",http://digital.1320records.com/search/release.php?RELEASE_ID=467
2009.10.25,Rams Head Live,Baltimore,MD,USA,"SET: Peaceblaster '68 > Peaceblaster '08, Tap-In, Empires, Mobsters > Surreality > EB, F. Word, New New 4 U U, Grizzly, Moon Socket, 1103, Inspire Strikes Back, The Unquestionable Supremacy of Nature  E: Lo Swaga, Vulcan, Atlas",http://digital.1320records.com/search/release.php?RELEASE_ID=461
2009.10.24,Electric Factory,Philadelphia,PA,USA,"SET: One A Day, Be Nice, Evasive Maneuvers, Metameme, Satori, 118, Once Told, Move My Peeps, Shock Doctrine, Hi-Key, Peoples  E: Abcees, Circus, Instantly",http://digital.1320records.com/search/release.php?RELEASE_ID=460
2009.10.23,Terminal 5,New York,NY,USA,"SET: Hidden Hand Hidden Fist, Heavy, Beyond Right Now, Equinox, Looking Back on Earth, The Rabble, Hubble, Tooth, Rent, EHM, Atlas  E: The Unquestionable Supremacy of Nature, Empires > The New Soma",http://digital.1320records.com/search/release.php?RELEASE_ID=459
